代碼,名稱,產業,市場,題材(L2),tech,supply
6547,高端疫苗,生技醫療業,TPEX,"生物製劑, 醫藥產業",,
6548,長科*,半導體業,TPEX,"封測服務與材料, 導線架","散熱, 封測, AI伺服器, 伺服器, LED",
6549,景凱,生技醫療業,ESB,生技醫療業,,
6550,北極星藥業-KY,生技醫療業,TWSE,"新藥研發, 生物製劑, 醫藥產業, 醫藥研發外包服務",新藥研發,
6552,易華電,半導體業,TWSE,"IC基板, 封測服務與材料","CoWoS, 先進封裝, PCB, 封測, 面板",
6555,榮炭,電子零組件業,ESB,電子零組件業,"EV, 車用電子, 電池",
6556,勝品,光電業,TPEX,"安全監控, 工業電腦",工業電腦,
6558,興能高,其他電子業,TWSE,"消費用電池, 電池","AI伺服器, EV, 伺服器, 儲能, 電池",NVIDIA供應鏈
6559,研晶,光電業,ESB,光電業,"記憶體, PA功率放大器","Apple供應鏈, NVIDIA供應鏈"
6560,欣普羅,光電業,TPEX,"安全監控, 工業電腦",工業電腦,
6561,是方,通信網路業,TPEX,"INTERNET技術與基礎設施, 通訊服務, 雲端科技, 電信／數據服務","CPO, AI伺服器, 伺服器, 資料中心",
6563,映智,半導體業,ESB,半導體業,,
6564,安特羅,生技醫療業,ESB,生技醫療業,,
6565,物聯,數位雲端,ESB,數位雲端,,
6568,宏觀,半導體業,TPEX,"ASIC, IC設計, 光通訊IC, 無線網路IC","CPO, 低軌衛星, AI伺服器, 伺服器, IC設計, 射頻, 光通訊",
6569,醫揚,生技醫療業,TPEX,工業電腦,,"NVIDIA供應鏈, 高通供應鏈, Intel供應鏈"
6570,維田,電腦及週邊設備業,TPEX,"工業電腦, 顯示器",CoWoS,NVIDIA供應鏈
6572,博錸,生技醫療業,ESB,生技醫療業,,
6573,虹揚-KY,半導體業,TWSE,"二極體, 分離式元件","記憶體, 車用電子",
6574,霈方,生技醫療業,TPEX,"時尚產業, 美妝保養品, 醫療服務, 醫療管理服務",美妝,
6576,逸達,生技醫療業,TPEX,"新藥研發, 生物製劑, 西藥製劑, 醫藥產業",新藥研發,
6577,勁豐,電腦及週邊設備業,TPEX,"工業電腦, 顯示器",面板,
6578,達邦蛋白,農業科技業,TPEX,"生物科技, 農業生技",生技,
6579,研揚,電腦及週邊設備業,TWSE,工業電腦,記憶體,
6580,台睿,生技醫療業,ESB,生技醫療業,,
6581,鋼聯,綠能環保,TWSE,"傳產其他, 回收焚化／掩埋清運",風電,
6582,申豐,橡膠工業,TWSE,"乳膠相關, 橡膠工業",橡膠,
6584,南俊國際,電子零組件業,TPEX,"其他電子零件, 電子零件元件","AI伺服器, 伺服器",
6585,鼎基,其他業,TWSE,"PU樹脂, 化學工業, 熱熔膠",,
6586,醣基,生技醫療業,ESB,生技醫療業,,
6588,東典光電,通信網路業,TPEX,"光纖零組件, 光通訊, 物聯網裝置, 網通設備","光通訊, CPO, 光纖",
6589,台康生技,生技醫療業,TWSE,"醫藥產業, 醫藥研發外包服務","新藥研發, CDMO",
6590,普鴻,資訊服務業,TPEX,"系統整合, 資訊安全, 軟體業, 電子支付","系統整合, 軟體",
6591,動力-KY,電腦及週邊設備業,TWSE,"散熱模組, 散熱風扇馬達","AI伺服器, 伺服器, 散熱, 車用電子",
6592,和潤企業,其他業,TWSE,"汽車服務相關, 汽車融資, 租賃, 金融業",租賃,
6593,台灣銘板,資訊服務業,TPEX,"傳產其他, 智慧卡相關, 電子其他",IC載板,
6596,寬宏藝術,文化創意業,TPEX,"休閒娛樂, 傳播事業, 影音娛樂, 文化創意產業, 陳列展覽相關",伺服器,
6597,立誠,電子零組件業,TPEX,"LED, LED散熱基板","車用電子, LED, 散熱",
6598,ABC-KY,生技醫療業,TWSE,"IVD檢驗儀器設備, 檢驗試劑／紙, 體外診斷用醫材",醫材,
6603,富強鑫,電機機械,TPEX,"塑膠機械, 產業機械",EV,
6605,帝寶,汽車工業,TWSE,"汽機車零組件, 車燈",EV,
6606,建德工業,電機機械,TWSE,"工具機, 磨床, 龍門機",工具機,
6609,瀧澤科,電機機械,TPEX,"工具機, 車床",散熱,
6610,安成生技,生技醫療業,ESB,生技醫療業,,
6612,奈米醫材,生技醫療業,TPEX,"輔助與彌補用醫材, 醫用植入材料",醫材,
6613,朋億*,其他電子業,TPEX,"半導體製程設備, 設備儀器商","先進封裝, 面板",
6614,資拓宏宇,數位雲端,TWSE,"系統整合, 軟體業","系統整合, 軟體",
6615,慧智,生技醫療業,TPEX,"生技服務, 生物科技",生技,
6616,特昇-KY,居家生活,TPEX,"傢俱, 家居用品",,
6617,共信-KY,生技醫療業,TPEX,"新藥研發, 西藥製劑, 醫藥產業",新藥研發,
6618,永虹先進,化學工業,ESB,化學工業,,
6620,漢達,生技醫療業,TPEX,"學名藥, 新藥研發, 西藥製劑, 醫藥產業",新藥研發,
6621,華宇藥,生技醫療業,ESB,生技醫療業,,
6624,萬年清,綠能環保,TPEX,"水資源, 污水處理",風電,
6625,必應,其他業,TWSE,"傳播事業, 影音娛樂",影音平台,
6629,泰金-KY,居家生活,TPEX,"傳產其他, 金屬加工／製品",,
6634,欣耀,生技醫療業,ESB,生技醫療業,,
6637,醫影,生技醫療業,TPEX,"醫療器材通路, 醫療管理服務, 醫藥流通",醫療器材,
6639,源大環能,油電燃氣業,ESB,油電燃氣業,,
6640,均華,半導體業,TPEX,"封測用設備, 設備儀器商","先進封裝, 封測",
6641,基士德-KY,綠能環保,TWSE,"幫浦, 水資源, 水資源設備／耗材, 產業機械, 通用機械","矽光子, 風電",
6642,富致,電子零組件業,TPEX,"熱敏電阻, 被動元件","車用電子, 被動元件",
6643,M31,半導體業,TPEX,"IC設計, 設計IP",IC設計,
6645,金萬林-創,生技醫療業,TWSE,"IVD檢驗儀器設備, 檢驗試劑／紙, 生技服務, 生物科技, 體外診斷用醫材",醫材,
6648,斯其大,其他電子業,ESB,其他電子業,,
6649,台生材,生技醫療業,TPEX,"手術與治療用醫材, 輔助與彌補用醫材, 醫用植入材料",醫材,
6651,全宇昕,半導體業,TPEX,"二極體, 分離式元件, 電晶體",IC設計,
6652,雅祥生醫,生技醫療業,ESB,生技醫療業,,
6654,天正國際,其他電子業,TPEX,設備儀器商,"被動元件, 面板",
6655,科定,其他業,TWSE,"建材, 木地板, 複合板",,
6657,華安,生技醫療業,TWSE,"新藥研發, 檢驗試劑／紙, 生命科學工具, 診斷與監測用醫材, 醫藥產業, 體外診斷用醫材",新藥研發,NVIDIA供應鏈
6658,聯策,其他電子業,TWSE,"PCB相關設備, 設備儀器商","CPO, AI伺服器, 先進封裝, 伺服器, PCB, PLP, 面板",
6659,天明製藥,生技醫療業,ESB,生技醫療業,,
6661,威健生技,生技醫療業,TPEX,"IVD檢驗儀器設備, 檢驗試劑／紙, 生技服務, 生物科技, 體外診斷用醫材",醫材,
6662,樂斯科,生技醫療業,TPEX,"IVD檢驗儀器設備, 生命科學工具, 診斷與監測用醫材, 體外診斷用醫材",新藥研發,
6664,群翊,電子零組件業,TPEX,"PCB相關設備, 設備儀器商","矽光子, AI伺服器, 先進封裝, 伺服器, PCB, 低軌衛星",
6666,羅麗芬-KY,生技醫療業,TWSE,"時尚產業, 美妝保養品, 美容",美妝,
6667,信紘科,其他電子業,TPEX,"廠務工程, 設備儀器商, 電子其他",先進封裝,
6668,中揚光,光電業,TWSE,"光學元件, 光學鏡片／頭, 模具, 機械零組件","車用電子, 光學鏡頭, CPO",NVIDIA供應鏈
6669,緯穎,電腦及週邊設備業,TWSE,"AI伺服器, ASIC伺服器, 伺服器, 電腦系統業","光通訊, 散熱, AI伺服器, 伺服器",Meta供應鏈
6670,復盛應用,運動休閒,TWSE,"運動產業, 高爾夫球桿頭",運動用品,
6671,三能-KY,居家生活,TWSE,傳產其他,,
6672,騰輝電子-KY,電子零組件業,TWSE,"LED, LED散熱基板, 印刷電路板相關, 銅箔基板","低軌衛星, AI伺服器, 伺服器, 散熱, PCB, LED",
6673,和詮,光電業,ESB,光電業,車用電子,
6674,鋐寶科技,通信網路業,TWSE,"接取設備, 無線網路設備系統(WLAN), 網通設備","CPO, AI伺服器, 伺服器, 光纖",
6676,祥翊,生技醫療業,ESB,生技醫療業,,
6677,瑩碩生技,生技醫療業,ESB,生技醫療業,,
6679,鈺太,半導體業,TPEX,"IC設計, MEMS, 影音IC, 感測元件, 類比IC","車用電子, IC設計",
6680,鑫創電子,電腦及週邊設備業,TPEX,工業電腦,"車用電子, 記憶體",
6682,華旭先進,光電業,ESB,光電業,"散熱, 液冷散熱",NVIDIA供應鏈
6683,雍智科技,半導體業,TPEX,"封測服務與材料, 測試用板卡",封測,
6684,安格,半導體業,TPEX,"IC設計, 影音IC, 設計IP, 高速傳輸介面IC",IC設計,
6689,伊雲谷,數位雲端,TWSE,"INTERNET技術與基礎設施, 雲端科技",伺服器,
6690,安�硌穈T,數位雲端,TPEX,"資訊安全, 軟體業",軟體,
6691,洋基工程,其他電子業,TWSE,"廠務工程, 電子其他","CoWoS, 2nm, 封測",NVIDIA供應鏈
6692,進能服,綠能環保,TPEX,"太陽能, 太陽能系統運用",太陽能,
6693,廣閎科,半導體業,TPEX,"IC設計, 分離式元件, 電晶體, 馬達IC","IC設計, AI伺服器, 伺服器",
6695,芯鼎,半導體業,TWSE,"IC設計, 安全監控IC, 影音IC, 消費性IC",IC設計,
6696,仁新,生技醫療業,ESB,生技醫療業,,
6697,東捷資訊,資訊服務業,TPEX,"企業資源規劃, 客戶關係管理, 軟體業",軟體,
6698,旭暉應材,其他電子業,TWSE,"其他電子零件, 半導體製程設備, 設備儀器商, 電子零件元件","散熱, 光通訊",
6703,軒郁,生技醫療業,TPEX,"INTERNET應用與服務, 時尚產業, 美妝保養品, 電商平台","美妝, 電商",
6704,國璽幹細胞,生技醫療業,ESB,生技醫療業,,
6705,振躍精密,電機機械,ESB,電機機械,,
6706,惠特,光電業,TWSE,"LED設備, 半導體製程設備, 設備儀器商","Mini LED, 矽光子, CPO, LED, 光通訊",
6707,富基電通,電子通路業,ESB,電子通路業,,
6708,天擎,半導體業,TPEX,"IC設計, 安全監控IC",IC設計,
6709,昱厚生技,生技醫療業,ESB,生技醫療業,,
6712,長聖,生技醫療業,TPEX,"新藥研發, 生物製劑, 細胞治療, 醫藥產業, 醫藥研發外包服務",新藥研發,
6715,嘉基,電子零組件業,TWSE,"THUNDERBOLT, 傳輸介面, 連接線材, 電子零件元件","AI伺服器, 伺服器, 低軌衛星, 連接器",
6716,應廣,半導體業,TPEX,"IC設計, MCU","AI伺服器, 伺服器, IC設計, EV, 散熱",
6719,力智,半導體業,TWSE,"IC設計, 分離式元件, 電晶體, 電源管理IC","IC設計, 晶圓代工, 封測",
6720,久昌,半導體業,TPEX,"IC設計, 分離式元件, 電晶體, 類比IC","IC設計, 散熱",
6721,信實,其他業,TPEX,"保全業, 地產, 服務業, 清潔服務, 物業管理服務","保全, 清潔服務",
6722,輝創,其他電子業,TWSE,"倒車雷達, 車用電子","ADAS, 車用電子, PA功率放大器",
6723,傑智環境,綠能環保,ESB,綠能環保,,
6725,矽科宏晟,其他電子業,TPEX,"廠務工程, 設備儀器商, 電子其他",先進封裝,
6727,亞泰金屬,電子零組件業,TPEX,"PCB相關設備, 設備儀器商","AI伺服器, 伺服器, PCB",
6728,上洋,居家生活,TPEX,"家電, 服務業, 消費者服務, 電器銷售",家電,
6729,機光科技,光電業,ESB,光電業,"OLED, LED, 太陽能",
6730,常廣,生技醫療業,TPEX,"其他手術器械, 其他醫療器材, 手術與治療用醫材, 醫療耗材",醫材,
6732,昇佳電子,半導體業,TPEX,"IC設計, MEMS, 感測元件","OLED, IC設計, LED",
6733,博晟生醫,生技醫療業,TPEX,"輔助與彌補用醫材, 骨科類器材",醫材,
6734,安盛生,生技醫療業,ESB,生技醫療業,,
6735,美達科技,其他電子業,TPEX,"IC檢測設備, 設備儀器商","先進封裝, 面板",
6738,鼎恒,資訊服務業,ESB,資訊服務業,,
6739,竹陞科技,其他電子業,TPEX,設備儀器商,,
6741,91APP*-KY,數位雲端,TPEX,"INTERNET技術與基礎設施, 應用軟體, 軟體業, 電商服務",電商,
6742,澤米,光電業,TWSE,"光學膜, 電子其他, 面板零組件","光學鏡頭, 面板",Apple供應鏈
6743,安普新,其他電子業,TWSE,"耳機, 電聲產品",,
6748,亞果生醫,生技醫療業,ESB,生技醫療業,,
6750,泰創工程,其他電子業,ESB,其他電子業,,
6751,智聯服務,資訊服務業,TPEX,"系統整合, 軟體業","系統整合, 軟體",
6752,叡揚,資訊服務業,TPEX,"企業資源規劃, 應用軟體, 軟體業",軟體,
6753,龍德造船,航運業,TWSE,造船業,,
6754,匯僑設計,居家生活,TWSE,"營造工程, 設計裝潢",,
6755,連鋐科技,電子零組件業,ESB,電子零組件業,,
6756,威鋒電子,半導體業,TWSE,"IC設計, USB IC",IC設計,NVIDIA供應鏈
6757,台灣虎航,航運業,TWSE,"空運, 運輸事業",空運,
6761,穩得,電子零組件業,TPEX,"檢測驗證服務, 被動元件, 設備儀器商, 電子元件代理商, 電子通路","車用電子, AI伺服器, 伺服器, 散熱, 被動元件",
6762,達亞,生技醫療業,TPEX,手術與治療用醫材,醫材,
6763,綠界科技*,數位雲端,TPEX,"軟體業, 電子支付","風電, PA功率放大器",
6767,台微醫,生技醫療業,TPEX,"輔助與彌補用醫材, 骨科類器材",醫材,
6768,志強-KY,運動休閒,TWSE,"傳產其他, 鞋材",鞋材,
6770,力積電,半導體業,TWSE,"IC製造, 晶圓代工","記憶體, 晶圓代工, 被動元件","NVIDIA供應鏈, Google供應鏈, Meta供應鏈"
6771,平和環保-創,綠能環保,TWSE,"水資源, 污水處理",風電,
6775,穎台科技,光電業,ESB,光電業,"Mini LED, 5G, LED",
6776,展�眥篕�,電子通路業,TWSE,"3C通路商, 家電, 軟體業, 軟體通路／代理, 電器銷售, 電子通路, 電腦通路商","家電, 軟體, 電子通路",
6781,AES-KY,電子零組件業,TWSE,"儲能設備, 車用鋰電池, 電池","AI伺服器, 伺服器, 儲能, 電池, 資料中心, 車用電子, 鋰電池",
6782,視陽,生技醫療業,TWSE,"輔助與彌補用醫材, 隱形眼鏡",醫材,
6784,天凱科技,通信網路業,ESB,通信網路業,,
6785,昱展新藥,生技醫療業,TPEX,"新藥研發, 醫藥產業","新藥研發, PA功率放大器",
6786,芯測,半導體業,ESB,半導體業,記憶體,NVIDIA供應鏈
6787,晶瑞光,光電業,ESB,光電業,光學鏡頭,
6788,華景電,半導體業,TPEX,"半導體製程設備, 設備儀器商",,
6789,采鈺,半導體業,TWSE,"IC封裝測試, IC測試, IC製造, 影像感測元件, 數位相機, 晶圓代工","光通訊, CPO, 車用電子, LED, 矽光子, 先進封裝, 晶圓代工",
6790,永豐實,造紙工業,TWSE,"家庭用紙, 造紙業",射頻,
6791,虎門科技,資訊服務業,TPEX,"企業資源規劃, 系統整合, 軟體業",矽光子,
6792,詠業,通信網路業,TWSE,"MLCC, 其他電子零件, 天線, 網通設備, 被動元件, 電子零件元件","車用電子, 被動元件, 低軌衛星, MLCC",
6793,天力離岸,其他,ESB,其他,,
6794,向榮生技,生技醫療業,TWSE,"新藥研發, 生物製劑, 細胞治療, 醫藥產業, 醫藥研發外包服務",新藥研發,
6796,晉弘,生技醫療業,TWSE,"診斷與監測用醫材, 醫學影像裝置",醫材,
6797,圓點奈米,生技醫療業,ESB,生技醫療業,,
6799,來頡,半導體業,TWSE,"IC設計, 電源管理IC","WiFi, IC設計",
6803,崑鼎,綠能環保,TPEX,"傳產其他, 回收焚化／掩埋清運, 控股公司",風電,NVIDIA供應鏈
6804,明係,運動休閒,TPEX,"自行車, 車輛整車",自行車,
6805,富世達,電子零組件業,TWSE,"樞紐, 電子零件元件","AI伺服器, 伺服器, 散熱, 液冷散熱",
6806,森崴能源,綠能環保,TWSE,"工程顧問, 營造工程, 配電工程, 電力公共事業, 電力設備","太陽能, PCB, 風電",
6807,峰源-KY,居家生活,TWSE,"傢俱, 家居用品",,
6808,三鼎生技,生技醫療業,ESB,生技醫療業,,
6810,新穎生醫,生技醫療業,ESB,生技醫療業,,
6811,宏�硌穈T,數位雲端,TPEX,"系統整合, 軟體業","系統整合, 軟體",
6812,梭特,光電業,ESB,光電業,"Mini LED, LED",
6815,晶鑽生醫,生技醫療業,ESB,生技醫療業,,
6818,連騰,通信網路業,ESB,通信網路業,,
6819,眾智,半導體業,ESB,半導體業,"面板, 太陽能",
6820,連訊,通信網路業,ESB,通信網路業,,
6821,聯寶,電子零組件業,TPEX,"無線充電, 變壓器, 電子零件元件","矽光子, 低軌衛星, AI伺服器, 車用電子, 伺服器, 被動元件",
6823,濾能,半導體業,TPEX,電子其他,"CoWoS, 先進封裝",
6826,和淞,其他電子業,ESB,其他電子業,,
6827,巨生醫,生技醫療業,ESB,生技醫療業,,
6829,千附精密,半導體業,TPEX,"半導體製程設備, 機械零組件, 設備儀器商, 面板設備, 飛機零件／製造","CPO, 面板",
6830,汎銓,其他電子業,TWSE,"檢測驗證服務, 設備儀器商","矽光子, CPO",
6831,邁科,電腦及週邊設備業,TWSE,"伺服器用散熱模組, 其他散熱零件, 散熱模組","AI伺服器, 伺服器, 散熱, 液冷散熱",
6833,太康精密,電子零組件業,ESB,電子零組件業,,Tesla供應鏈
6834,天二科技,電子零組件業,TWSE,"晶片電阻, 被動元件","車用電子, 被動元件",
6835,圓裕,電子零組件業,TWSE,"印刷電路板相關, 軟板, 連接線材, 電子零件元件","AI伺服器, 伺服器, PCB, FPC",
6838,台新藥,生技醫療業,TWSE,"學名藥, 專利藥, 新藥研發, 醫藥產業",新藥研發,
6839,開陽能源,綠能環保,ESB,綠能環保,,
6840,東研信超,其他電子業,TPEX,"檢測驗證服務, 設備儀器商","AI伺服器, 伺服器",
6841,長佳智能,生技醫療業,TPEX,智慧醫療技術,,
6842,瑞宇,半導體業,ESB,半導體業,,Google供應鏈
6843,進典,電機機械,TPEX,"工業閥門, 機械零組件",,
6844,諾貝兒,生技醫療業,TPEX,"藥品通路, 醫療器材通路, 醫藥流通",醫療器材,
6846,綠茵,食品工業,TPEX,"生物科技, 食品生技",食品,
6849,奇鼎科技,其他電子業,ESB,其他電子業,,
6854,錼創科技-KY創,半導體業,TWSE,"LED, LED封裝, LED晶粒, LED磊晶","Micro LED, 光通訊, CPO, 資料中心, LED, OLED, 矽光子","Apple供應鏈, 微軟供應鏈"
6855,數泓科,其他電子業,TPEX,"手工具, 產業機械",,
6856,鑫傳,文化創意業,TPEX,"傳播事業, 影音娛樂, 有線電視, 無店舖販售, 電視購物",影音平台,
6859,伯特光,光電業,TPEX,"光學元件, 光學鏡片／頭, 模具, 機械零組件",PA功率放大器,
6861,睿生光電,生技醫療業,TWSE,設備儀器商,記憶體,
6862,三集瑞-KY,電子零組件業,TWSE,"被動元件, 電感","AI伺服器, 伺服器, 被動元件, 車用電子",NVIDIA供應鏈
6863,永道-KY,通信網路業,TWSE,"RFID相關, 網通設備",射頻,
6865,偉康科技,數位雲端,TPEX,"企業資源規劃, 應用軟體, 軟體業",軟體,
6868,采威國際,資訊服務業,ESB,資訊服務業,,
6869,雲豹能源,綠能環保,TWSE,"太陽能, 太陽能發電, 太陽能系統運用, 水資源, 污水處理, 電力, 電力公共事業","太陽能, 儲能",
6870,騰雲,數位雲端,TPEX,"INTERNET技術與基礎設施, 系統整合, 軟體業, 電商服務",電商,
6872,浩宇生醫,生技醫療業,TPEX,"手術與治療用醫材, 診斷與監測用醫材, 醫學影像裝置",醫材,
6873,泓德能源,綠能環保,TWSE,"太陽能, 太陽能發電, 太陽能系統運用, 電力","太陽能, 儲能",
6874,倍力,資訊服務業,TPEX,"軟體業, 軟體通路／代理",軟體,
6875,國邑*,生技醫療業,TPEX,"新藥研發, 醫藥產業",新藥研發,
6876,朗齊生醫*,生技醫療業,ESB,生技醫療業,,
6877,鏵友益,其他電子業,TPEX,"IC檢測設備, 半導體製程設備, 設備儀器商, 面板設備","先進封裝, PCB, 面板",
6878,歐付寶,金融業,ESB,金融業,,
6881,潤德,其他業,TPEX,"營造工程, 設計裝潢",,NVIDIA供應鏈
6882,甲尚,資訊服務業,ESB,資訊服務業,,
6884,海柏特,資訊服務業,TPEX,"商業服務／顧問, 服務業",,
6885,全福生技,生技醫療業,TWSE,"新藥研發, 醫藥產業",新藥研發,
6887,寶綠特-KY,綠能環保,TWSE,"傳產其他, 化學纖維, 化纖原料, 回收焚化／掩埋清運",化纖,
6890,來億-KY,運動休閒,TWSE,"傳產其他, 鞋材",鞋材,
6891,樂迦再生,生技醫療業,ESB,生技醫療業,,
6892,台寶生醫,生技醫療業,ESB,生技醫療業,,
6894,衛司特,綠能環保,TPEX,"傳產其他, 回收焚化／掩埋清運, 水資源, 水資源設備／耗材",,
6895,宏碩系統,半導體業,TPEX,"半導體製程設備, 設備儀器商",液冷散熱,
6899,創為精密,光電業,TPEX,"觸控面板, 面板業","被動元件, 面板",
6901,鑽石投資,其他業,TWSE,"新藥研發, 生物科技, 資產管理, 醫藥產業, 金融其他, 金融業",新藥研發,
6902,GOGOLOOK,數位雲端,TWSE,"應用軟體, 軟體業",軟體,
6903,巨漢,其他電子業,TPEX,"廠務工程, 電子其他",先進封裝,
6904,伯鑫,其他業,TPEX,"手工具, 產業機械",,
6906,現觀科,數位雲端,TWSE,"應用軟體, 軟體業",軟體,
6907,雅特力-KY,半導體業,TPEX,"IC設計, MCU",IC設計,
6908,宏�砦C戲-創,電子通路業,TWSE,"3C通路商, 遊戲機, 遊戲產業, 電子通路",遊戲,
6909,創控,半導體業,TWSE,"半導體製程設備, 設備儀器商",,
6910,德鴻,數位雲端,TPEX,"INTERNET技術與基礎設施, 客戶關係管理, 生物辨識相關, 系統整合, 語音辨識, 軟體業, 雲端科技",記憶體,
6911,群運,其他,ESB,其他,,
6912,益鈞環科*,綠能環保,ESB,綠能環保,,
6913,鴻呈,電子零組件業,TPEX,"連接線材, 電子零件元件","AI伺服器, 伺服器, 車用電子",
6914,阜爾運通,其他業,TWSE,"停車場, 其他公用事業",停車場管理,
6915,美強光,電子零組件業,ESB,電子零組件業,"矽光子, CPO",
6916,華凌,光電業,TWSE,"LCM, 面板業",面板,
6917,竟天,生技醫療業,ESB,生技醫療業,,
6918,愛派司,生技醫療業,TWSE,"輔助與彌補用醫材, 醫療器材通路, 醫藥流通, 骨科類器材",醫材,
6919,康霈*,生技醫療業,TWSE,"新藥研發, 生物科技, 醫藥產業, 食品生技",新藥研發,
6920,恆勁科技,半導體業,ESB,半導體業,"先進封裝, PLP, 散熱, PCB, 封測",NVIDIA供應鏈
6921,嘉雨思-創,半導體業,TWSE,"IC設計, 高速傳輸介面IC",IC設計,
6922,宸曜,電腦及週邊設備業,TPEX,工業電腦,光學鏡頭,Tesla供應鏈
6923,中台,綠能環保,TWSE,"傳產其他, 回收焚化／掩埋清運, 營造工程, 環保工程","AI伺服器, 伺服器",
6924,榮惠-KY創,電子零組件業,TWSE,"印刷電路板, 印刷電路板相關","AI伺服器, 伺服器, PCB",
6925,意藍,數位雲端,TPEX,"INTERNET技術與基礎設施, 人工智慧, 應用軟體, 軟體業, 雲端科技","軟體, 雲端服務",
6927,聯合聚晶,半導體業,ESB,半導體業,IC設計,
6928,攸泰科技,電腦及週邊設備業,TWSE,工業電腦,工業電腦,
6929,佑全,生技醫療業,TPEX,"藥品通路, 醫療器材通路, 醫藥流通",醫療器材,
6931,青松健康,生技醫療業,TWSE,"醫療服務, 醫療管理服務",,
6932,水星生醫*,生技醫療業,ESB,生技醫療業,,
6933,AMAX-KY,電腦及週邊設備業,TWSE,"伺服器, 系統整合, 軟體業, 電腦系統業","AI伺服器, 伺服器, 液冷散熱",NVIDIA供應鏈
6934,心誠鎂,生技醫療業,TWSE,"呼吸與麻醉用器具, 手術與治療用醫材",醫材,
6935,王子製藥,食品工業,ESB,食品工業,,
6936,永鴻生技,生技醫療業,TWSE,"動物用藥, 生物科技, 農業生技, 醫藥產業",生技,
6937,天虹,半導體業,TWSE,"半導體製程設備, 設備儀器商","先進封裝, PLP, 面板",
6940,格斯科技*,電子零組件業,ESB,電子零組件業,"資料中心, 儲能, 電池, 鋰電池",
6944,兆聯實業,綠能環保,TWSE,"水資源, 水資源設備／耗材, 污水處理","封測, 風電, 晶圓代工, 記憶體",
6945,圓祥生技,生技醫療業,ESB,生技醫療業,,
6946,三地能源,綠能環保,ESB,綠能環保,,
6947,台鎔科技,綠能環保,ESB,綠能環保,,
6949,沛爾生醫-創,生技醫療業,TWSE,"新藥研發, 生物製劑, 細胞治療, 醫藥產業",新藥研發,
6951,青新-創,綠能環保,TWSE,"傳產其他, 回收焚化／掩埋清運",風電,
6952,大武山,其他業,TWSE,"蛋業, 農林漁牧, 食品加工, 餅乾製品",食品,
6953,家碩,半導體業,TPEX,"半導體製程設備, 設備儀器商","CoWoS, EUV, 先進封裝",
6955,邦睿生技-創,生技醫療業,TWSE,"IVD檢驗儀器設備, 體外診斷用醫材",醫材,
6957,裕慶-KY,其他業,TWSE,"傳產其他, 金屬加工／製品",,
6958,日盛台駿,其他業,TWSE,"汽車服務相關, 汽車融資, 租賃, 金融業",租賃,
6959,兆捷科技,化學工業,ESB,化學工業,,
6961,旅天下,觀光餐旅,TPEX,"休閒娛樂, 旅行社",,
6962,奕力-KY,半導體業,TWSE,"IC設計, LCD驅動IC","IC設計, 面板",
6965,中傑-KY,運動休閒,TWSE,"傳產其他, 鞋材",鞋材,
6967,汎瑋材料,電子零組件業,TPEX,"其他電子零件, 電子元件代理商, 電子通路, 電子零件元件","AI伺服器, 伺服器",
6968,萬達寵物,居家生活,TPEX,"傳產其他, 寵物用品, 寵物食品, 食品加工","寵物, 食品",
6969,成信實業*-創,綠能環保,TWSE,"傳產其他, 回收焚化／掩埋清運",,
6971,惠民實業,綠能環保,TPEX,"水利, 水資源, 污水處理",風電,
6972,博瑞達應材,化學工業,ESB,化學工業,,
6973,永立榮,生技醫療業,ESB,生技醫療業,,
6976,育世博-KY,生技醫療業,ESB,生技醫療業,,
6977,聯純,綠能環保,ESB,綠能環保,,
6979,勝釩,光電業,ESB,光電業,CoWoS,
6980,鐳洋科技,通信網路業,ESB,通信網路業,,
6982,大井泵浦,電機機械,TPEX,"幫浦, 產業機械","AI伺服器, 伺服器, 散熱",
6983,華洋精機,其他電子業,ESB,其他電子業,,
6986,和迅,生技醫療業,ESB,生技醫療業,,
6987,寶晶能源*,綠能環保,ESB,綠能環保,,
6988,威力暘-創,汽車工業,TWSE,車用電子,車用電子,
6990,華鉬,綠能環保,ESB,綠能環保,,
6994,富威電力,綠能環保,TWSE,"工程顧問, 營造工程, 電力公共事業",儲能,
6996,力領科技,半導體業,TPEX,"IC設計, LCD驅動IC","車用電子, 面板, IC設計",
6997,博弘,數位雲端,TPEX,"INTERNET技術與基礎設施, 雲端科技",雲端服務,
7402,邑錡,光電業,TPEX,"攝影設備, 消費性電子產品",光學鏡頭,
7419,達勝,電子零組件業,ESB,電子零組件業,,
7427,華上生醫,生技醫療業,ESB,生技醫療業,,
7507,環拓科技,綠能環保,ESB,綠能環保,,
7530,鋒魁科技,半導體業,ESB,半導體業,,
7547,碩網,數位雲端,TPEX,"人工智慧, 應用軟體, 系統整合, 軟體業","軟體, 系統整合",
7551,知識科技,數位雲端,ESB,數位雲端,,
7556,意德士,半導體業,TPEX,"半導體製程設備, 設備儀器商","CoWoS, 2nm, 先進封裝",NVIDIA供應鏈
7558,群利科技,其他,ESB,其他,,
7566,亞果遊艇,觀光餐旅,ESB,觀光餐旅,,
7575,安美得,生技醫療業,ESB,生技醫療業,,
7578,利百景,其他,ESB,其他,,
7584,樂意,文化創意業,TPEX,"PC遊戲, 手機遊戲, 遊戲產業",遊戲,
7590,怡和國際,其他,ESB,其他,,
